paper_id,pmid,pmcid,doi,title,pmc_access_status,pmc_parse_status,pdf_needed,pdf_import_status,normalized_path,notes
pmid-42391313,42391313,PMC13345468,10.1371/journal.ppat.1014415,"RNF31 restricts EV-A71 replication through innate immune activation and VP4 degradation, and is antagonized by viral 3C proteases.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13345468.json,PMC XML downloaded and normalized.
pmid-42391287,42391287,PMC13334546,10.1099/jgv.0.002288,"GRHAL1, a novel lncRNA, regulates HIV-1 gene expression by modulating Tat- and Sp1-mediated HIV-1 LTR activation.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13334546.json,PMC XML downloaded and normalized.
pmid-42336219,42336219,,10.1016/j.antiviral.2026.106471,ITGA4 drives pathogenesis of flavivirus and inhibition of it protects mice against Japanese encephalitis virus infection.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42327289,42327289,PMC13278084,10.64898/2026.06.11.731520,Gene duplication and retrotransposition diversify the antiviral repertoire of macaque IFITM proteins.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-42312836,42312836,PMC13386948,10.1128/jvi.00638-26,Palmitoylation of CLDN12 regulated by ZDHHC7 and APT1/2 promotes hepatitis C virus entry.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13386948.json,PMC XML downloaded and normalized.
pmid-42287495,42287495,PMC13264558,10.1007/s00705-026-06669-3,The role of DPP4 in viral infections: from receptor biology to antiviral target.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13264558.json,PMC XML downloaded and normalized.
pmid-42253925,42253925,PMC13240522,10.1002/mco2.70785,Human Coronavirus 229E Uses ORF4/4a to Antagonize the Host Restriction Factor SERINC5.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13240522.json,PMC XML downloaded and normalized.
pmid-42231789,42231789,PMC13336449,10.1002/advs.202521781,UCHL3 Regulates Subgenomic Flaviviral RNA Condensates to Promote Virus Propagation.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13336449.json,PMC XML downloaded and normalized.
pmid-42231329,42231329,PMC13450505,10.1186/s12967-026-08348-y,CircRNA profiles of extracellular vesicle-enriched fractions from ART suppressed pregnant women living with HIV identifies interactome networks key to inflammation and viral latency.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13450505.json,PMC XML downloaded and normalized.
pmid-42230819,42230819,PMC13470021,10.1038/s41598-026-53209-9,BST-2 inhibits SARS-CoV-2 egress at intracellular membranes and is neutralized by ORF7a.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13470021.json,PMC XML downloaded and normalized.
pmid-42173436,42173436,,10.1016/j.jmb.2026.169875,Biophysical Characterization of Ebola VP35 Protein Binding to Host Mindbomb Protein 2.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42161262,42161262,,10.1016/j.chom.2026.04.018,A CRISPR activation screen identifies SPART as a pan-orthoflavivirus restriction factor.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42152487,42152487,,10.1080/15548627.2026.2677196,USF2 restricts enterovirus replication and transmission by inhibiting autophagy and vesicle-mediated viral spread.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42149692,42149692,PMC13182571,10.1093/bfgp/elag001,An integrative meta-analysis of SARS-CoV-2 RNA-protein interactomes identifies conserved host factors shared with other RNA viruses.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13182571.json,PMC XML downloaded and normalized.
pmid-42148122,42148122,PMC13171569,10.3389/fimmu.2026.1682740,Transcriptomic and bioinformatics analysis reveals the host response feature and potential treatment strategy of patients with dengue fever.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13171569.json,PMC XML downloaded and normalized.
pmid-42146390,42146390,PMC13174526,10.64898/2026.05.07.723526,MX2 Mediates Collapse of the HIV-1 Capsid.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13174526.json,PMC XML downloaded and normalized.
pmid-42139316,42139316,PMC13215601,10.1371/journal.ppat.1014217,Characterization of the virus-host RNA-RNA interactome across important human pathogenic RNA viruses.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13215601.json,PMC XML downloaded and normalized.
pmid-42095660,42095660,PMC13288819,10.1128/jvi.00314-26,Replication-competent SIVcpz CRISPR screen identifies barriers to successful cross-species transmission.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13288819.json,PMC XML downloaded and normalized.
pmid-42094387,42094387,PMC13142392,10.64898/2026.04.26.720894,Bloom syndrome helicase is required for efficient HIV-1 reverse transcription in macrophages.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13142392.json,PMC XML downloaded and normalized.
pmid-41955099,41955099,PMC13124994,10.1016/j.celrep.2026.117090,Incorporation of genome-bound cellular proteins into HIV-1 particles regulates viral infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13124994.json,PMC XML downloaded and normalized.
pmid-41953939,41953939,PMC13054541,10.64898/2026.04.01.715898,FAM134B isoform 2/RETREG1-2 defines a calnexin-TOLLIP-coupled ER-phagy pathway that restricts Ebola virus glycoprotein and is antagonized by VP40 through macro-autophagy.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13054541.json,PMC XML downloaded and normalized.
pmid-41938780,41938780,PMC13047328,10.3934/microbiol.2026004,Host restriction factors and p17-Driven inflammaging in HIV-1: From molecular pathogenesis to functional cure.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13047328.json,PMC XML downloaded and normalized.
pmid-41931620,41931620,PMC13048264,10.1126/sciadv.aeb8863,Phospholipid-driven conformational switching of HCV NS5A links protein folding to replication membrane remodeling.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13048264.json,PMC XML downloaded and normalized.
pmid-41931390,41931390,PMC13222652,10.1016/j.celrep.2026.117160,Host microRNA-31-5p regulates KHDRBS3 expression and modulates viral gene expression during KSHV lytic reactivation.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13222652.json,PMC XML downloaded and normalized.
pmid-41891723,41891723,PMC13098217,10.1128/jvi.00179-26,Galectin-9 is a restrictor of infection with multiple enteroviruses.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13098217.json,PMC XML downloaded and normalized.
pmid-41805193,41805193,PMC13098232,10.1128/jvi.01793-25,Repression of EEF1D by KSHV RTA promotes viral lytic reactivation.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13098232.json,PMC XML downloaded and normalized.
pmid-41779781,41779781,PMC12974410,10.1073/pnas.2529289123,EIF4H and YBX1 are essential host factors for hepatitis E virus replication and pathogenesis.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-41772600,41772600,PMC13154899,10.1186/s12964-026-02762-x,TARDBP as a regulator of HIV-1 assembly and infection: a review of targeting the viral capsid precursor Pr55Gag and limiting viral core entry.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13154899.json,PMC XML downloaded and normalized.
pmid-41717286,41717286,PMC12914541,10.1016/j.omtn.2026.102844,microRNA-422a promotes HIV replication and innate immune evasion by targeting MECP2.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12914541.json,PMC XML downloaded and normalized.
pmid-41617468,41617468,PMC13085917,10.1261/rna.080931.125,RK-33 inhibits the OC43 coronavirus and induces stress granules via DDX3X-independent mechanisms.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13085917.json,PMC XML downloaded and normalized.
pmid-41565204,41565204,PMC12927048,10.1016/j.mcpro.2026.101512,Multiomics Analysis of Arboviral Capsid Targets in Mosquitoes Reveals a Proviral Function of the Chromatin-Remodeling Brahma Complex.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12927048.json,PMC XML downloaded and normalized.
pmid-41420694,41420694,PMC12881183,10.1007/s11262-025-02210-x,The role of homologous recombination in human retrovirus-associated diseases.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12881183.json,PMC XML downloaded and normalized.
pmid-40466758,40466758,PMC12957789,10.1016/j.jare.2025.05.053,Voxtalisib inhibits enterovirus 71 replication by downregulating host RAN and restoring IFN-STAT signaling.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12957789.json,PMC XML downloaded and normalized.
pmid-41600775,41600775,PMC12846463,10.3390/v18010011,Arf GTPases Define BST-2-Independent Pathways for HIV-1 Assembly and Release.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12846463.json,PMC XML downloaded and normalized.
pmid-41414674,41414674,PMC12714564,10.1093/nar/gkaf1323,The human chromatin remodeling complex p400 restricts HIV-1 transcription in a Tat-dependent manner.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12714564.json,PMC XML downloaded and normalized.
pmid-41404188,41404188,PMC12703047,10.1002/jex2.70102,Immune-Related Protein and Non-Coding RNA Cargo of Extracellular Vesicles Participate in the Chronic Inflammation Induced by HIV Infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12703047.json,PMC XML downloaded and normalized.
pmid-41359666,41359666,PMC12698002,10.1371/journal.ppat.1013773,SAMD9L inhibits flavivirus translation independently of its capacity to trigger innate immune response.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12698002.json,PMC XML downloaded and normalized.
pmid-41332748,41332748,PMC12668011,10.1101/2025.11.19.689067,Dengue Virus NS1 Binds Ephrin B1 to Trigger Endothelial Dysfunction.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12668011.json,PMC XML downloaded and normalized.
pmid-41301405,41301405,PMC12650339,10.3390/biom15111487,Non-Vesicular Extracellular Particle (NVEP) Proteomes from Diverse Biological Sources Reveal Specific Marker Composition with Varying Enrichment Levels.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12650339.json,PMC XML downloaded and normalized.
pmid-41292925,41292925,PMC12642633,10.1101/2025.11.13.688349,"Mechanism of Phosphatidylserine Lipid Scrambling by Human SERINC3, an HIV-1 Restriction Factor.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12642633.json,PMC XML downloaded and normalized.
pmid-41283654,41283654,PMC12724348,10.1128/jvi.01663-25,HIV-2 glycoproteins upregulate microRNAs 25 and 93 to counter the MARCH1 antiviral effect in macrophages.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12724348.json,PMC XML downloaded and normalized.
pmid-41252368,41252368,PMC12626292,10.1371/journal.ppat.1013685,Disrupted glycosylphosphatidylinositol anchoring induces ER stress and restricts enterovirus infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12626292.json,PMC XML downloaded and normalized.
pmid-41197812,41197812,,10.1016/j.antiviral.2025.106307,Repurposed doxepin targeting host AXL kinase to disrupt viral 2C-mediated immune evasion in Coxsackievirus B infection.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41196352,41196352,PMC12626010,10.1073/pnas.2511502122,HIV-1 Vif and Vpr cooperatively modulate the cell cycle to maximize per-cell virion production.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12626010.json,PMC XML downloaded and normalized.
pmid-41066524,41066524,PMC12530543,10.1371/journal.ppat.1013023,Murine leukemia virus glycoGag antagonizes SERINC5 via ER-phagy receptor RETREG1.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12530543.json,PMC XML downloaded and normalized.
pmid-41060092,41060092,PMC12645970,10.1128/jvi.01402-25,Human cytomegalovirus UL78 is a nuclear-localized GPCR necessary for efficient reactivation from latent infection in CD34(+) hematopoietic progenitor cells.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12645970.json,PMC XML downloaded and normalized.
pmid-41053097,41053097,PMC12500894,10.1038/s41467-025-64508-6,The Hippo terminal effector YAP boosts enterovirus replication in type 1 diabetes.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12500894.json,PMC XML downloaded and normalized.
pmid-41037638,41037638,PMC12519123,10.1073/pnas.2508736122,Identification of claudin-3 as an entry factor for rat hepacivirus.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12519123.json,PMC XML downloaded and normalized.
pmid-41031002,41031002,PMC12478404,10.1101/2025.06.23.661195,IFN-inducible Human Phospholipid Scramblase 1 (PLSCR1) Protein Restricts HIV-1 Infection by Inhibiting Membrane Fusion.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12478404.json,PMC XML downloaded and normalized.
pmid-41006235,41006235,PMC12475165,10.1038/s41467-025-63392-4,A protein-proximity screen reveals Ebola virus co-opts the mRNA decapping complex through the scaffold protein EDC4.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12475165.json,PMC XML downloaded and normalized.
pmid-41004226,41004226,PMC12501134,10.1073/pnas.2516527122,IFN-inducible human phospholipid scramblase 1 (PLSCR1) protein restricts HIV-1 infection by inhibiting membrane fusion.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12501134.json,PMC XML downloaded and normalized.
pmid-40982696,40982696,PMC12501117,10.1073/pnas.2411961122,Ebola virus VP35 NNLNS motif modulates viral RNA synthesis and MIB2-mediated signaling.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12501117.json,PMC XML downloaded and normalized.
pmid-40878534,40878534,PMC12515838,10.1021/jacs.5c09436,Exploring the Structural Divergence of HIV and SRLV Lentiviral Capsids.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12515838.json,PMC XML downloaded and normalized.
pmid-40839751,40839751,PMC12372519,10.1080/13510002.2025.2546496,"Involvement of endolysosome iron in HIV-1 gp120-, morphine-, and iron supplementation-induced disruption of the reactive species interactome and induction of neurotoxicity.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12372519.json,PMC XML downloaded and normalized.
pmid-40809086,40809086,PMC12344494,10.1093/pnasnexus/pgaf225,RNA-interactome capture identifies SRSF3 as a key protein for herpesviral gene expression.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12344494.json,PMC XML downloaded and normalized.
pmid-40791341,40791341,PMC12338668,10.1101/2025.07.15.664966,Human RPL7 and DDX21 interact with HTLV-1 Gag and enhance tRNA(Pro) primer annealing to genomic RNA.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12338668.json,PMC XML downloaded and normalized.
